AccVers;Species;ProtAnnotation;GeneAnnotation;GeneId;Location;ProtDef;GeneDef;TreeStatus;TreeAnnotation;RNAId;aBSRELStatus
XP_035931888.1;Halichoerus grypus;TRIM6;TRIM6;118525313;NW_023402369.1;tripartite motif-containing protein 6 isoform X2 [Halichoerus grypus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_012920486.1;Heterocephalus glaber;TRIM34;TRIM34;106007612;NW_004624817.1;tripartite motif-containing protein 34 [Heterocephalus glaber];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_012920391.1;Heterocephalus glaber;TRIM5;TRIM5;101716219;NW_004624817.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5 [Heterocephalus glaber];LOC101716219 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004863422.1;Heterocephalus glaber;TRIM6;TRIM6;101721918;NW_004624817.1;tripartite motif-containing protein 6 [Heterocephalus glaber];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019490470.1;Hipposideros armiger;TRIM11;TRIM11;109378611;NW_017733586.1;PREDICTED: E3 ubiquitin-protein ligase TRIM11-like, partial [Hipposideros armiger];LOC109378611 E3 ubiquitin-protein ligase TRIM11-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523962.1;Hipposideros armiger;TRIM22;TRIM22;109396553;NW_017731875.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Hipposideros armiger];LOC109396553 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523971.1;Hipposideros armiger;TRIM22;TRIM22;109396554;NW_017731875.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like [Hipposideros armiger];LOC109396554 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523961.1;Hipposideros armiger;TRIM22;TRIM22;109396553;NW_017731875.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Hipposideros armiger];LOC109396553 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523990.1;Hipposideros armiger;TRIM34;TRIM34;109396559;NW_017731875.1;PREDICTED: tripartite motif-containing protein 34-like [Hipposideros armiger];LOC109396559 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523981.1;Hipposideros armiger;TRIM5;TRIM5;109396555;NW_017731875.1;PREDICTED: tripartite motif-containing protein 5-like isoform X6 [Hipposideros armiger];LOC109396555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523977.1;Hipposideros armiger;TRIM5;TRIM5;109396555;NW_017731875.1;PREDICTED: tripartite motif-containing protein 5-like isoform X5 [Hipposideros armiger];LOC109396555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523975.1;Hipposideros armiger;TRIM5;TRIM5;109396555;NW_017731875.1;PREDICTED: tripartite motif-containing protein 5-like isoform X3 [Hipposideros armiger];LOC109396555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523982.1;Hipposideros armiger;TRIM5;TRIM5;109396555;NW_017731875.1;PREDICTED: tripartite motif-containing protein 5-like isoform X7 [Hipposideros armiger];LOC109396555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523972.1;Hipposideros armiger;TRIM5;TRIM5;109396555;NW_017731875.1;PREDICTED: tripartite motif-containing protein 5-like isoform X1 [Hipposideros armiger];LOC109396555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523974.1;Hipposideros armiger;TRIM5;TRIM5;109396555;NW_017731875.1;PREDICTED: tripartite motif-containing protein 5-like isoform X2 [Hipposideros armiger];LOC109396555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523976.1;Hipposideros armiger;TRIM5;TRIM5;109396555;NW_017731875.1;PREDICTED: tripartite motif-containing protein 5-like isoform X4 [Hipposideros armiger];LOC109396555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523993.1;Hipposideros armiger;TRIM6;TRIM6;109396560;NW_017731875.1;PREDICTED: tripartite motif-containing protein 6 isoform X3 [Hipposideros armiger];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523991.1;Hipposideros armiger;TRIM6;TRIM6;109396560;NW_017731875.1;PREDICTED: tripartite motif-containing protein 6 isoform X1 [Hipposideros armiger];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019523992.1;Hipposideros armiger;TRIM6;TRIM6;109396560;NW_017731875.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Hipposideros armiger];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
NP_001186502.1;Homo sapiens;TRIM22;TRIM22;10346;NC_000011.10;E3 ubiquitin-protein ligase TRIM22 isoform 2 [Homo sapiens];TRIM22 tripartite motif containing 22;REMOVED|Other transcript was selected;TRIM22;;REMOVED|Other transcript was selected
NP_006065.2;Homo sapiens;TRIM22;TRIM22;10346;NC_000011.10;E3 ubiquitin-protein ligase TRIM22 isoform 1 [Homo sapiens];TRIM22 tripartite motif containing 22;INCLUDED;TRIM22;NM_006074.5;INCLUDED
NP_001003827.1;Homo sapiens;TRIM34;TRIM34;53840;NC_000011.10;tripartite motif-containing protein 34 isoform 1 [Homo sapiens];TRIM34 tripartite motif containing 34;INCLUDED;TRIM34;NM_001003827.1;INCLUDED
NP_569074.2;Homo sapiens;TRIM34;TRIM34;53840;NC_000011.10;tripartite motif-containing protein 34 isoform 3 [Homo sapiens];TRIM34 tripartite motif containing 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_016873951.1;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform X5 [Homo sapiens];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_149083.2;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform gamma [Homo sapiens];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_149023.2;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform alpha [Homo sapiens];TRIM5 tripartite motif containing 5;INCLUDED;TRIM5;NM_033034.3;INCLUDED
XP_011518729.1;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform X6 [Homo sapiens];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_149084.2;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform delta [Homo sapiens];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_011518728.1;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform X4 [Homo sapiens];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_006718421.1;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform X7 [Homo sapiens];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_016873949.1;Homo sapiens;TRIM5;TRIM5;85363;NC_000011.10;tripartite motif-containing protein 5 isoform X3 [Homo sapiens];TRIM5 tripartite motif containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001185573.1;Homo sapiens;TRIM6;TRIM6;117854;NC_000011.10;tripartite motif-containing protein 6 isoform 3 [Homo sapiens];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
NP_477514.1;Homo sapiens;TRIM6;TRIM6;117854;NC_000011.10;tripartite motif-containing protein 6 isoform 2 [Homo sapiens];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;NM_058166.5;INCLUDED
NP_001003818.1;Homo sapiens;TRIM6;TRIM6;117854;NC_000011.10;tripartite motif-containing protein 6 isoform 1 [Homo sapiens];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
NP_001003819.1;Homo sapiens;TRIM6-TRIM34;TRIM6-TRIM34;445372;NC_000011.10;tripartite motif-containing 6 and tripartite motif-containing 34 [Homo sapiens];TRIM6-TRIM34 TRIM6-TRIM34 readthrough;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_039079703.1;Hyaena hyaena;TRIM34;TRIM34;120225584;NW_024082073.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Hyaena hyaena];LOC120225584 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039079719.1;Hyaena hyaena;TRIM5;TRIM5;120225598;NW_024082073.1;tripartite motif-containing protein 5-like [Hyaena hyaena];LOC120225598 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039079702.1;Hyaena hyaena;TRIM6;TRIM6;120225583;NW_024082073.1;tripartite motif-containing protein 6 isoform X2 [Hyaena hyaena];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039079697.1;Hyaena hyaena;TRIM6;TRIM6;120225583;NW_024082073.1;tripartite motif-containing protein 6 isoform X1 [Hyaena hyaena];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022678.1;Hylobates moloch;TRIM22;TRIM22;116476598;NW_022611653.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Hylobates moloch];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022677.1;Hylobates moloch;TRIM22;TRIM22;116476598;NW_022611653.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Hylobates moloch];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022679.1;Hylobates moloch;TRIM34;TRIM34;116476599;NW_022611653.1;tripartite motif-containing protein 34 isoform X1 [Hylobates moloch];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022680.1;Hylobates moloch;TRIM34;TRIM34;116476599;NW_022611653.1;tripartite motif-containing protein 34 isoform X2 [Hylobates moloch];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022686.1;Hylobates moloch;TRIM5;TRIM5;116476602;NW_022611653.1;tripartite motif-containing protein 5 isoform X1 [Hylobates moloch];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022695.1;Hylobates moloch;TRIM5;TRIM5;116476602;NW_022611653.1;tripartite motif-containing protein 5 isoform X3 [Hylobates moloch];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022694.1;Hylobates moloch;TRIM5;TRIM5;116476602;NW_022611653.1;tripartite motif-containing protein 5 isoform X2 [Hylobates moloch];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022683.1;Hylobates moloch;TRIM6;TRIM6;116476600;NW_022611653.1;tripartite motif-containing protein 6 isoform X3 [Hylobates moloch];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022681.1;Hylobates moloch;TRIM6;TRIM6;116476600;NW_022611653.1;tripartite motif-containing protein 6 isoform X1 [Hylobates moloch];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022684.1;Hylobates moloch;TRIM6;TRIM6;116476600;NW_022611653.1;tripartite motif-containing protein 6 isoform X4 [Hylobates moloch];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032022682.1;Hylobates moloch;TRIM6;TRIM6;116476600;NW_022611653.1;tripartite motif-containing protein 6 isoform X2 [Hylobates moloch];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_005342764.1;Ictidomys tridecemlineatus;TRIM12;TRIM12;101961899;NW_024404947.1;tripartite motif-containing protein 12A-like [Ictidomys tridecemlineatus];LOC101961899 tripartite motif-containing protein 12A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_013211481.2;Ictidomys tridecemlineatus;TRIM34;TRIM34;101965602;NC_053502.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Ictidomys tridecemlineatus];LOC101965602 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040140797.1;Ictidomys tridecemlineatus;TRIM6;TRIM6;101971202;NW_024404947.1;tripartite motif-containing protein 6 isoform X1 [Ictidomys tridecemlineatus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021577151.1;Ictidomys tridecemlineatus;TRIM6;TRIM6;101971202;NW_024404947.1;tripartite motif-containing protein 6 isoform X2 [Ictidomys tridecemlineatus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_012805592.1;Jaculus jaculus;TRIM12;TRIM12;101611632;NC_059104.1;tripartite motif-containing protein 12A [Jaculus jaculus];LOC101611632 tripartite motif-containing protein 12A;INCLUDED;TRIM5;XM_012950138.2;INCLUDED
XP_045001897.1;Jaculus jaculus;TRIM34;TRIM34;101594518;NC_059104.1;tripartite motif-containing protein 34 isoform X2 [Jaculus jaculus];LOC101594518 tripartite motif-containing protein 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_012805652.2;Jaculus jaculus;TRIM34;TRIM34;101594518;NC_059104.1;tripartite motif-containing protein 34 isoform X1 [Jaculus jaculus];LOC101594518 tripartite motif-containing protein 34;INCLUDED;TRIM34;XM_012950198.2;INCLUDED
XP_045001895.1;Jaculus jaculus;TRIM6;TRIM6;105944490;NC_059104.1;tripartite motif-containing protein 6 [Jaculus jaculus];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_045145960.1;INCLUDED
XP_026971356.1;Lagenorhynchus obliquidens;TRIM6;TRIM6;113625082;NW_020837958.1;tripartite motif-containing protein 6 isoform X1 [Lagenorhynchus obliquidens];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_026971357.1;Lagenorhynchus obliquidens;TRIM6;TRIM6;113625082;NW_020837958.1;tripartite motif-containing protein 6 isoform X2 [Lagenorhynchus obliquidens];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_026971358.1;Lagenorhynchus obliquidens;TRIM6;TRIM6;113625082;NW_020837958.1;tripartite motif-containing protein 6 isoform X3 [Lagenorhynchus obliquidens];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045413295.1;Lemur catta;TRIM34;TRIM34;123642340;NC_059134.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Lemur catta];LOC123642340 tripartite motif-containing protein 34-like;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_045413292.1;Lemur catta;TRIM5;TRIM5;123642337;NC_059134.1;tripartite motif-containing protein 5 [Lemur catta];TRIM5 tripartite motif containing 5;INCLUDED;TRIM5;XM_045557336.1;INCLUDED
XP_045413294.1;Lemur catta;TRIM6;TRIM6;123642339;NC_059134.1;tripartite motif-containing protein 6 [Lemur catta];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_045557338.1;REMOVED|Poorly aligned
XP_045340225.1;Leopardus geoffroyi;TRIM34;TRIM34;123601256;NC_059329.1;tripartite motif-containing protein 34-like isoform X3 [Leopardus geoffroyi];LOC123601256 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340227.1;Leopardus geoffroyi;TRIM34;TRIM34;123601256;NC_059329.1;tripartite motif-containing protein 34-like isoform X4 [Leopardus geoffroyi];LOC123601256 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340228.1;Leopardus geoffroyi;TRIM5;TRIM34;123601256;NC_059329.1;tripartite motif-containing protein 5-like isoform X5 [Leopardus geoffroyi];LOC123601256 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340229.1;Leopardus geoffroyi;TRIM6;TRIM6;123601257;NC_059329.1;tripartite motif-containing protein 6 isoform X1 [Leopardus geoffroyi];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340233.1;Leopardus geoffroyi;TRIM6;TRIM6;123601257;NC_059329.1;tripartite motif-containing protein 6 isoform X4 [Leopardus geoffroyi];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340234.1;Leopardus geoffroyi;TRIM6;TRIM6;123601257;NC_059329.1;tripartite motif-containing protein 6 isoform X5 [Leopardus geoffroyi];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340232.1;Leopardus geoffroyi;TRIM6;TRIM6;123601257;NC_059329.1;tripartite motif-containing protein 6 isoform X3 [Leopardus geoffroyi];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340231.1;Leopardus geoffroyi;TRIM6;TRIM6;123601257;NC_059329.1;tripartite motif-containing protein 6 isoform X2 [Leopardus geoffroyi];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340221.1;Leopardus geoffroyi;UNCHAR;TRIM34;123601256;NC_059329.1;uncharacterized protein LOC123601256 isoform X1 [Leopardus geoffroyi];LOC123601256 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045340224.1;Leopardus geoffroyi;UNCHAR;TRIM34;123601256;NC_059329.1;uncharacterized protein LOC123601256 isoform X2 [Leopardus geoffroyi];LOC123601256 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_030883346.1;Leptonychotes weddellii;TRIM22;TRIM22;102735662;NW_006383425.1;E3 ubiquitin-protein ligase TRIM22 [Leptonychotes weddellii];LOC102735662 E3 ubiquitin-protein ligase TRIM22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_030883359.1;Leptonychotes weddellii;TRIM34;TRIM34;102750029;NW_006383425.1;tripartite motif-containing protein 34 [Leptonychotes weddellii];LOC102750029 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
